INFO 2023-08-03 10:48:36,898 Watching for file changes with StatReloader
INFO 2023-08-03 10:51:04,305 C:\Users\manch\Programming\rcore-be\core_api\views.py changed, reloading.
INFO 2023-08-03 10:51:05,330 Watching for file changes with StatReloader
INFO 2023-08-03 10:53:43,150 Watching for file changes with StatReloader
INFO 2023-08-03 10:59:42,262 "GET /api/v1/version/ HTTP/1.1" 200 5
INFO 2023-08-03 11:01:57,998 "GET /api/v1/version/ HTTP/1.1" 200 5
INFO 2023-08-03 11:19:22,831 "GET /api/v1/version/ HTTP/1.1" 200 5
INFO 2023-08-03 11:26:03,677 "GET /api/v1/version/ HTTP/1.1" 200 5
INFO 2023-08-03 11:26:05,095 "GET /api/v1/version/ HTTP/1.1" 200 5
INFO 2023-08-03 11:46:50,524 "GET /admin/core_backend/user/108/change/ HTTP/1.1" 200 58345
INFO 2023-08-03 11:46:50,694 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2023-08-03 11:55:27,664 "GET /api/v1/version/ HTTP/1.1" 200 5
INFO 2023-08-03 11:55:29,587 "GET /api/v1/version/ HTTP/1.1" 200 5
INFO 2023-08-03 11:55:31,595 "POST /api/v1/token/refresh/ HTTP/1.1" 200 865
INFO 2023-08-03 11:55:31,645 "OPTIONS /api/v1/events/interpretation/?start_at__gte=2023-08-03T15%3A55%3A31.294Z&end_at__lte=2023-08-03T15%3A55%3A31.294Z&_include_booking=true HTTP/1.1" 200 0
INFO 2023-08-03 11:55:31,766 "GET /api/v1/events/interpretation/?start_at__gte=2023-08-03T15%3A55%3A31.294Z&end_at__lte=2023-08-03T15%3A55%3A31.294Z&_include_booking=true HTTP/1.1" 200 2
INFO 2023-08-03 11:55:32,565 "GET /api/v1/events/interpretation/?start_at__gte=2023-07-30T00%3A00%3A00-04%3A00&end_at__lte=2023-08-06T00%3A00%3A00-04%3A00&_include_booking=true HTTP/1.1" 200 45119
INFO 2023-08-03 11:55:32,879 "GET /api/v1/users/1/ HTTP/1.1" 200 385
INFO 2023-08-03 11:55:32,944 "GET /api/v1/companies/?type=clinic HTTP/1.1" 200 2746
INFO 2023-08-03 11:55:32,992 "GET /api/v1/operators/ HTTP/1.1" 200 1602
INFO 2023-08-03 11:55:33,038 "GET /api/v1/affiliations/?company__isnull=true HTTP/1.1" 200 4943
INFO 2023-08-03 11:55:33,133 "GET /api/v1/companies/?type=insurance&_include_roles=true HTTP/1.1" 200 2499
INFO 2023-08-03 11:55:33,137 "GET /api/v1/service_roots/ HTTP/1.1" 200 6070
INFO 2023-08-03 11:55:33,848 "GET /api/v1/events/interpretation/?payer_company_type=insurance&_include_booking=true HTTP/1.1" 200 78145
INFO 2023-08-03 11:57:15,266 "POST /api/v1/token/refresh/ HTTP/1.1" 200 865
INFO 2023-08-03 11:57:16,193 "GET /api/v1/companies/?type=clinic HTTP/1.1" 200 2746
INFO 2023-08-03 11:57:16,208 "GET /api/v1/operators/ HTTP/1.1" 200 1602
INFO 2023-08-03 11:57:16,276 "GET /api/v1/affiliations/?company__isnull=true HTTP/1.1" 200 4943
INFO 2023-08-03 11:57:16,365 "GET /api/v1/service_roots/ HTTP/1.1" 200 6070
INFO 2023-08-03 11:57:16,389 "GET /api/v1/users/1/ HTTP/1.1" 200 385
INFO 2023-08-03 11:57:16,389 "GET /api/v1/companies/?type=insurance&_include_roles=true HTTP/1.1" 200 2499
INFO 2023-08-03 11:57:17,486 "GET /api/v1/events/interpretation/?payer_company_type=insurance&_include_booking=true HTTP/1.1" 200 78145
INFO 2023-08-03 11:57:20,303 "OPTIONS /api/v1/events/interpretation/?start_at__gte=2023-08-03T15%3A57%3A20.152Z&end_at__lte=2023-08-03T15%3A57%3A20.152Z&_include_booking=true HTTP/1.1" 200 0
INFO 2023-08-03 11:57:20,446 "GET /api/v1/events/interpretation/?start_at__gte=2023-08-03T15%3A57%3A20.152Z&end_at__lte=2023-08-03T15%3A57%3A20.152Z&_include_booking=true HTTP/1.1" 200 2
INFO 2023-08-03 11:57:20,455 "GET /api/v1/users/1/ HTTP/1.1" 200 385
INFO 2023-08-03 11:57:21,323 "GET /api/v1/events/interpretation/?start_at__gte=2023-07-30T00%3A00%3A00-04%3A00&end_at__lte=2023-08-06T00%3A00%3A00-04%3A00&_include_booking=true HTTP/1.1" 200 45119
INFO 2023-08-03 11:57:23,109 "GET /api/v1/users/1/ HTTP/1.1" 200 385
INFO 2023-08-03 11:57:23,714 "GET /api/v1/events/interpretation/?start_at__gte=2023-07-30T00%3A00%3A00-04%3A00&end_at__lte=2023-08-06T00%3A00%3A00-04%3A00&_include_booking=true HTTP/1.1" 200 45119
INFO 2023-08-03 11:57:25,281 "GET /api/v1/version/ HTTP/1.1" 200 5
INFO 2023-08-03 11:57:26,333 "OPTIONS /api/v1/events/interpretation/?start_at__gte=2023-08-03T15%3A57%3A26.224Z&end_at__lte=2023-08-03T15%3A57%3A26.224Z&_include_booking=true HTTP/1.1" 200 0
INFO 2023-08-03 11:57:26,479 "GET /api/v1/events/interpretation/?start_at__gte=2023-08-03T15%3A57%3A26.224Z&end_at__lte=2023-08-03T15%3A57%3A26.224Z&_include_booking=true HTTP/1.1" 200 2
INFO 2023-08-03 11:57:27,212 "GET /api/v1/users/1/ HTTP/1.1" 200 385
INFO 2023-08-03 11:57:27,402 "GET /api/v1/companies/?type=clinic HTTP/1.1" 200 2746
INFO 2023-08-03 11:57:27,586 "GET /api/v1/operators/ HTTP/1.1" 200 1602
INFO 2023-08-03 11:57:27,677 "GET /api/v1/affiliations/?company__isnull=true HTTP/1.1" 200 4943
INFO 2023-08-03 11:57:27,784 "GET /api/v1/companies/?type=insurance&_include_roles=true HTTP/1.1" 200 2499
INFO 2023-08-03 11:57:27,886 "GET /api/v1/service_roots/ HTTP/1.1" 200 6070
INFO 2023-08-03 11:57:28,146 "GET /api/v1/events/interpretation/?start_at__gte=2023-07-30T00%3A00%3A00-04%3A00&end_at__lte=2023-08-06T00%3A00%3A00-04%3A00&_include_booking=true HTTP/1.1" 200 45119
INFO 2023-08-03 11:57:29,115 "GET /api/v1/events/interpretation/?payer_company_type=insurance&_include_booking=true HTTP/1.1" 200 78145
